block	85	bounds	0.375000-0.625000,0.000000-1.000000,0.375000-0.625000
item	11541	isDamageable	true
item	11541	localizedName	item.stone-knife
item	11541	unlocalizedName	item.stone-knife
item	11541	hasContainerItem	false
item	11541	statName	item.stone-knife.name
item	11541	isMap	false
item	11541	itemUseAction	none
item	11541	maxItemUseDuration	72000
item	11541	potionEffect	null
item	11541	isPotionIngredient	false
item	11541	itemDisplayName	
item	11541	isItemTool	true
item	11541	enchantability	5
item	11541	isRepairable	true
item	11541	isItemBlock	false
item	11542	id	11542
item	11542	gid	weaponmod/item.iron-knife
item	11542	itemStackLimit	1
item	11542	hasSubtypes	false
item	11542	maxDamage	125
item	11542	isDamageable	true
item	11542	localizedName	item.iron-knife
item	11542	unlocalizedName	item.iron-knife
item	11542	hasContainerItem	false
item	11542	statName	item.iron-knife.name
item	11542	isMap	false
item	11542	itemUseAction	none
item	11542	maxItemUseDuration	72000
item	11542	potionEffect	null
item	11542	isPotionIngredient	false
item	11542	itemDisplayName	
item	11542	isItemTool	true
item	11542	enchantability	14
item	11542	isRepairable	true
item	11542	isItemBlock	false
item	11543	id	11543
item	11543	gid	weaponmod/item.diamond-knife
item	11543	itemStackLimit	1
item	11543	hasSubtypes	false
item	11543	maxDamage	780
item	11543	isDamageable	true
item	11543	localizedName	item.diamond-knife
item	11543	unlocalizedName	item.diamond-knife
item	11543	hasContainerItem	false
item	11543	statName	item.diamond-knife.name
item	11543	isMap	false
item	11543	itemUseAction	none
item	11543	maxItemUseDuration	72000
item	11543	potionEffect	null
item	11543	isPotionIngredient	false
item	11543	itemDisplayName	
item	11543	isItemTool	true
item	11543	enchantability	10
item	11543	isRepairable	true
item	11543	isItemBlock	false
item	11544	id	11544
item	11544	gid	weaponmod/item.gold-knife
item	11544	itemStackLimit	1
item	11544	hasSubtypes	false
item	11544	maxDamage	16
item	11544	isDamageable	true
item	11544	localizedName	item.gold-knife
item	11544	unlocalizedName	item.gold-knife
item	11544	hasContainerItem	false
item	11544	statName	item.gold-knife.name
item	11544	isMap	false
item	11544	itemUseAction	none
item	11544	maxItemUseDuration	72000
item	11544	potionEffect	null
item	11544	isPotionIngredient	false
item	11544	itemDisplayName	
item	11544	isItemTool	true
item	11544	enchantability	22
item	11544	isRepairable	true
item	11544	isItemBlock	false
item	11545	id	11545
item	11545	gid	weaponmod/item.wood-flail
item	11545	itemStackLimit	1
item	11545	hasSubtypes	false
item	11545	maxDamage	59
item	11545	isDamageable	true
item	11545	localizedName	item.wood-flail
item	11545	unlocalizedName	item.wood-flail
item	11545	hasContainerItem	false
item	11545	statName	item.wood-flail.name
item	11545	isMap	false
item	11545	itemUseAction	block
item	11545	maxItemUseDuration	72000
item	11545	potionEffect	null
item	11545	isPotionIngredient	false
item	11545	itemDisplayName	
item	11545	isItemTool	true
item	11545	enchantability	0
item	11545	isRepairable	true
item	11545	isItemBlock	false
item	11546	id	11546
item	11546	gid	weaponmod/item.stone-flail
item	11546	itemStackLimit	1
item	11546	hasSubtypes	false
item	11546	maxDamage	131
item	11546	isDamageable	true
item	11546	localizedName	item.stone-flail
item	11546	unlocalizedName	item.stone-flail
item	11546	hasContainerItem	false
item	11546	statName	item.stone-flail.name
item	11546	isMap	false
item	11546	itemUseAction	block
item	11546	maxItemUseDuration	72000
item	11546	potionEffect	null
item	11546	isPotionIngredient	false
item	11546	itemDisplayName	
item	11546	isItemTool	true
item	11546	enchantability	0
item	11546	isRepairable	true
item	11546	isItemBlock	false
item	11547	id	11547
item	11547	gid	weaponmod/item.iron-flail
item	11547	itemStackLimit	1
item	11547	hasSubtypes	false
item	11547	maxDamage	250
item	11547	isDamageable	true
item	11547	localizedName	item.iron-flail
item	11547	unlocalizedName	item.iron-flail
item	11547	hasContainerItem	false
item	11547	statName	item.iron-flail.name
item	11547	isMap	false
item	11547	itemUseAction	block
item	11547	maxItemUseDuration	72000
item	11547	potionEffect	null
item	11547	isPotionIngredient	false
item	11547	itemDisplayName	
item	11547	isItemTool	true
item	11547	enchantability	0
item	11547	isRepairable	true
item	11547	isItemBlock	false
item	11548	id	11548
item	11548	gid	weaponmod/item.diamond-flail
item	11548	itemStackLimit	1
item	11548	hasSubtypes	false
item	11548	maxDamage	1561
item	11548	isDamageable	true
item	11548	localizedName	item.diamond-flail
item	11548	unlocalizedName	item.diamond-flail
item	11548	hasContainerItem	false
item	11548	statName	item.diamond-flail.name
item	11548	isMap	false
item	11548	itemUseAction	block
item	11548	maxItemUseDuration	72000
item	11548	potionEffect	null
item	11548	isPotionIngredient	false
item	11548	itemDisplayName	
item	11548	isItemTool	true
item	11548	enchantability	0
item	11548	isRepairable	true
item	11548	isItemBlock	false
item	11549	id	11549
item	11549	gid	weaponmod/item.gold-flail
item	11549	itemStackLimit	1
item	11549	hasSubtypes	false
item	11549	maxDamage	32
item	11549	isDamageable	true
item	11549	localizedName	item.gold-flail
item	11549	unlocalizedName	item.gold-flail
item	11549	hasContainerItem	false
item	11549	statName	item.gold-flail.name
item	11549	isMap	false
item	11549	itemUseAction	block
item	11549	maxItemUseDuration	72000
item	11549	potionEffect	null
item	11549	isPotionIngredient	false
item	11549	itemDisplayName	
item	11549	isItemTool	true
item	11549	enchantability	0
item	11549	isRepairable	true
item	11549	isItemBlock	false
item	11550	id	11550
item	11550	gid	weaponmod/item.javelin
item	11550	itemStackLimit	16
item	11550	hasSubtypes	false
item	11550	maxDamage	0
item	11550	isDamageable	false
item	11550	localizedName	item.javelin
item	11550	unlocalizedName	item.javelin
item	11550	hasContainerItem	false
item	11550	statName	item.javelin.name
item	11550	isMap	false
item	11550	itemUseAction	bow
item	11550	maxItemUseDuration	72000
item	11550	potionEffect	null
item	11550	isPotionIngredient	false
item	11550	itemDisplayName	
item	11550	isItemTool	false
item	11550	enchantability	15
item	11550	isRepairable	false
item	11550	isItemBlock	false
item	11551	id	11551
item	11551	gid	weaponmod/item.musket
item	11551	itemStackLimit	1
item	11551	hasSubtypes	false
item	11551	maxDamage	80
item	11551	isDamageable	true
item	11551	localizedName	item.musket
item	11551	unlocalizedName	item.musket
item	11551	hasContainerItem	false
item	11551	statName	item.musket.name
item	11551	isMap	false
item	11551	itemUseAction	block
item	11551	maxItemUseDuration	72000
item	11551	potionEffect	null
item	11551	isPotionIngredient	false
item	11551	itemDisplayName	
item	11551	isItemTool	true
item	11551	enchantability	1
item	11551	isRepairable	true
item	11551	isItemBlock	false
item	11553	id	11553
item	11553	gid	weaponmod/item.musket-ironpart
item	11553	itemStackLimit	64
item	11553	hasSubtypes	false
item	11553	maxDamage	0
item	11553	isDamageable	false
item	11553	localizedName	item.musket-ironpart
item	11553	unlocalizedName	item.musket-ironpart
item	11553	hasContainerItem	false
item	11553	statName	item.musket-ironpart.name
item	11553	isMap	false
item	11553	itemUseAction	none
item	11553	maxItemUseDuration	0
item	11553	potionEffect	null
item	11553	isPotionIngredient	false
item	11553	itemDisplayName	
item	11553	isItemTool	false
item	11553	enchantability	0
item	11553	isRepairable	false
item	11553	isItemBlock	false
item	11554	id	11554
item	11554	gid	weaponmod/item.bullet
item	11554	itemStackLimit	64
item	11554	hasSubtypes	false
item	11554	maxDamage	0
item	11554	isDamageable	false
item	11554	localizedName	item.bullet
item	11554	unlocalizedName	item.bullet
item	11554	hasContainerItem	false
item	11554	statName	item.bullet.name
item	11554	isMap	false
item	11554	itemUseAction	none
item	11554	maxItemUseDuration	0
item	11554	potionEffect	null
item	11554	isPotionIngredient	false
item	11554	itemDisplayName	
item	11554	isItemTool	false
item	11554	enchantability	0
item	11554	isRepairable	false
item	11554	isItemBlock	false
item	11555	id	11555
item	11555	gid	weaponmod/item.crossbow
item	11555	itemStackLimit	1
item	11555	hasSubtypes	false
item	11555	maxDamage	250
item	11555	isDamageable	true
item	11555	localizedName	item.crossbow
item	11555	unlocalizedName	item.crossbow
item	11555	hasContainerItem	false
item	11555	statName	item.crossbow.name
item	11555	isMap	false
item	11555	itemUseAction	block
item	11555	maxItemUseDuration	72000
item	11555	potionEffect	null
item	11555	isPotionIngredient	false
item	11555	itemDisplayName	
item	11555	isItemTool	true
item	11555	enchantability	1
item	11555	isRepairable	true
item	11555	isItemBlock	false
item	11556	id	11556
item	11556	gid	weaponmod/item.bolt
item	11556	itemStackLimit	64
item	11556	hasSubtypes	false
item	11556	maxDamage	0
item	11556	isDamageable	false
item	11556	localizedName	item.bolt
item	11556	unlocalizedName	item.bolt
item	11556	hasContainerItem	false
item	11556	statName	item.bolt.name
item	11556	isMap	false
item	11556	itemUseAction	none
item	11556	maxItemUseDuration	0
item	11556	potionEffect	null
item	11556	isPotionIngredient	false
item	11556	itemDisplayName	
item	11556	isItemTool	false
item	11556	enchantability	0
item	11556	isRepairable	false
item	11556	isItemBlock	false
item	11557	id	11557
item	11557	gid	weaponmod/item.blowgun
item	11557	itemStackLimit	1
item	11557	hasSubtypes	false
item	11557	maxDamage	500
item	11557	isDamageable	true
item	11557	localizedName	item.blowgun
item	11557	unlocalizedName	item.blowgun
item	11557	hasContainerItem	false
item	11557	statName	item.blowgun.name
item	11557	isMap	false
item	11557	itemUseAction	block
item	11557	maxItemUseDuration	72000
item	11557	potionEffect	null
item	11557	isPotionIngredient	false
item	11557	itemDisplayName	
item	11557	isItemTool	true
item	11557	enchantability	1
item	11557	isRepairable	true
item	11557	isItemBlock	false
item	11558	id	11558
item	11558	gid	weaponmod/item.dart
item	11558	itemStackLimit	64
item	11558	hasSubtypes	false
item	11558	maxDamage	0
item	11558	isDamageable	false
item	11558	localizedName	item.dart
item	11558	unlocalizedName	item.dart
item	11558	hasContainerItem	false
item	11558	statName	item.dart.name
item	11558	isMap	false
item	11558	itemUseAction	none
item	11558	maxItemUseDuration	0
item	11558	potionEffect	null
item	11558	isPotionIngredient	false
item	11558	itemDisplayName	
item	11558	isItemTool	false
item	11558	enchantability	0
item	11558	isRepairable	false
item	11558	isItemBlock	false
item	11559	id	11559
item	11559	gid	weaponmod/item.dynamite
item	11559	itemStackLimit	64
item	11559	hasSubtypes	false
item	11559	maxDamage	0
item	11559	isDamageable	false
item	11559	localizedName	item.dynamite
item	11559	unlocalizedName	item.dynamite
item	11559	hasContainerItem	false
item	11559	statName	item.dynamite.name
item	11559	isMap	false
item	11559	itemUseAction	none
item	11559	maxItemUseDuration	0
item	11559	potionEffect	null
item	11559	isPotionIngredient	false
item	11559	itemDisplayName	
item	11559	isItemTool	false
item	11559	enchantability	0
item	11559	isRepairable	false
item	11559	isItemBlock	false
item	11560	id	11560
item	11560	gid	weaponmod/item.firerod
item	11560	itemStackLimit	1
item	11560	hasSubtypes	false
item	11560	maxDamage	1
item	11560	isDamageable	true
item	11560	localizedName	item.firerod
item	11560	unlocalizedName	item.firerod
item	11560	hasContainerItem	false
item	11560	statName	item.firerod.name
item	11560	isMap	false
item	11560	itemUseAction	block
item	11560	maxItemUseDuration	72000
item	11560	potionEffect	null
item	11560	isPotionIngredient	false
item	11560	itemDisplayName	
item	11560	isItemTool	true
item	11560	enchantability	15
item	11560	isRepairable	true
item	11560	isItemBlock	false
item	11561	id	11561
item	11561	gid	weaponmod/item.cannon
item	11561	itemStackLimit	1
item	11561	hasSubtypes	false
item	11561	maxDamage	0
item	11561	isDamageable	false
item	11561	localizedName	item.cannon
item	11561	unlocalizedName	item.cannon
item	11561	hasContainerItem	false
item	11561	statName	item.cannon.name
item	11561	isMap	false
item	11561	itemUseAction	none
item	11561	maxItemUseDuration	0
item	11561	potionEffect	null
item	11561	isPotionIngredient	false
item	11561	itemDisplayName	
item	11561	isItemTool	false
item	11561	enchantability	10
item	11561	isRepairable	false
item	11561	isItemBlock	false
item	11562	id	11562
item	11562	gid	weaponmod/item.cannonball
item	11562	itemStackLimit	64
item	11562	hasSubtypes	false
item	11562	maxDamage	0
item	11562	isDamageable	false
item	11562	localizedName	item.cannonball
item	11562	unlocalizedName	item.cannonball
item	11562	hasContainerItem	false
item	11562	statName	item.cannonball.name
item	11562	isMap	false
item	11562	itemUseAction	none
item	11562	maxItemUseDuration	0
item	11562	potionEffect	null
item	11562	isPotionIngredient	false
item	11562	itemDisplayName	
item	11562	isItemTool	false
item	11562	enchantability	0
item	11562	isRepairable	false
item	11562	isItemBlock	false
item	11563	id	11563
item	11563	gid	weaponmod/item.blunderbuss
item	11563	itemStackLimit	1
item	11563	hasSubtypes	false
item	11563	maxDamage	80
item	11563	isDamageable	true
item	11563	localizedName	item.blunderbuss
item	11563	unlocalizedName	item.blunderbuss
item	11563	hasContainerItem	false
item	11563	statName	item.blunderbuss.name
item	11563	isMap	false
item	11563	itemUseAction	block
item	11563	maxItemUseDuration	72000
item	11563	potionEffect	null
item	11563	isPotionIngredient	false
item	11563	itemDisplayName	
item	11563	isItemTool	true
item	11563	enchantability	1
item	11563	isRepairable	true
item	11563	isItemBlock	false
item	11564	id	11564
item	11564	gid	weaponmod/item.shot
item	11564	itemStackLimit	64
item	11564	hasSubtypes	false
item	11564	maxDamage	0
item	11564	isDamageable	false
item	11564	localizedName	item.shot
item	11564	unlocalizedName	item.shot
item	11564	hasContainerItem	false
item	11564	statName	item.shot.name
item	11564	isMap	false
item	11564	itemUseAction	none
item	11564	maxItemUseDuration	0
item	11564	potionEffect	null
item	11564	isPotionIngredient	false
item	11564	itemDisplayName	
item	11564	isItemTool	false
item	11564	enchantability	0
item	11564	isRepairable	false
item	11564	isItemBlock	false
item	11565	id	11565
item	11565	gid	weaponmod/item.blunder-ironpart
item	11565	itemStackLimit	64
item	11565	hasSubtypes	false
item	11565	maxDamage	0
item	11565	isDamageable	false
item	11565	localizedName	item.blunder-ironpart
item	11565	unlocalizedName	item.blunder-ironpart
item	11565	hasContainerItem	false
item	11565	statName	item.blunder-ironpart.name
item	11565	isMap	false
item	11565	itemUseAction	none
item	11565	maxItemUseDuration	0
item	11565	potionEffect	null
item	11565	isPotionIngredient	false
item	11565	itemDisplayName	
item	11565	isItemTool	false
item	11565	enchantability	0
item	11565	isRepairable	false
item	11565	isItemBlock	false
item	11566	id	11566
item	11566	gid	weaponmod/item.dummy
item	11566	itemStackLimit	1
item	11566	hasSubtypes	false
item	11566	maxDamage	0
item	11566	isDamageable	false
item	11566	localizedName	item.dummy
item	11566	unlocalizedName	item.dummy
item	11566	hasContainerItem	false
item	11566	statName	item.dummy.name
item	11566	isMap	false
item	11566	itemUseAction	none
item	11566	maxItemUseDuration	0
item	11566	potionEffect	null
item	11566	isPotionIngredient	false
item	11566	itemDisplayName	
item	11566	isItemTool	false
item	11566	enchantability	0
item	11566	isRepairable	false
item	11566	isItemBlock	false
item	11567	id	11567
item	11567	gid	weaponmod/item.gun-stock
item	11567	itemStackLimit	64
item	11567	hasSubtypes	false
item	11567	maxDamage	0
item	11567	isDamageable	false
item	11567	localizedName	item.gun-stock
item	11567	unlocalizedName	item.gun-stock
item	11567	hasContainerItem	false
